Month,State,Deaths
2013-05-01,North Dakota,0.0
2013-05-01,Ohio,202.0
2013-05-01,Oklahoma,64.0
2013-05-01,Oregon,42.0
2013-05-01,Pennsylvania,221.0
2013-05-01,Rhode Island,22.0
2013-05-01,South Carolina,50.0
2013-05-01,South Dakota,5.873015873015873
2013-05-01,Tennessee,100.0
2013-05-01,Texas,223.0
2013-05-01,Utah,51.0
2013-05-01,Vermont,14.333333333333334
2013-05-01,Virginia,79.0
2013-05-01,Washington,80.0
2013-05-01,West Virginia,53.0
2013-05-01,Wisconsin,87.0
2013-05-01,Wyoming,10.666666666666666
2013-06-01,Alabama,53.0
2013-06-01,Alaska,10.0
2013-06-01,Arizona,121.0
2013-06-01,Arkansas,35.0
2013-06-01,California,413.0
2013-06-01,Colorado,85.0
2013-06-01,Connecticut,54.0
2013-06-01,Delaware,11.0
2013-06-01,District of Columbia,11.2
2013-06-01,Florida,235.0
2013-06-01,Georgia,96.0
2013-06-01,Hawaii,14.0
2013-06-01,Idaho,20.0
2013-06-01,Illinois,130.0
2013-06-01,Indiana,84.0
2013-06-01,Iowa,29.0
2013-06-01,Kansas,34.0
2013-06-01,Kentucky,86.0
2013-06-01,Louisiana,67.0
2013-06-01,Maine,17.0
2013-06-01,Maryland,86.0
2013-06-01,Massachusetts,98.0
2013-06-01,Michigan,143.0
2013-06-01,Minnesota,51.0
2013-06-01,Mississippi,27.0
2013-06-01,Missouri,89.0
2013-06-01,Montana,14.0
2013-06-01,Nebraska,13.0
2013-06-01,Nevada,49.0
2013-06-01,New Hampshire,26.0
2013-06-01,New Jersey,113.0
2013-06-01,New Mexico,48.0
2013-06-01,New York,196.0
2013-06-01,North Carolina,103.0
2013-06-01,North Dakota,0.0
2013-06-01,Ohio,191.0
2013-06-01,Oklahoma,58.0
2013-06-01,Oregon,31.0
2013-06-01,Pennsylvania,195.0
2013-06-01,Rhode Island,26.0
2013-06-01,South Carolina,57.0
2013-06-01,South Dakota,6.031746031746032
2013-06-01,Tennessee,102.0
2013-06-01,Texas,211.0
2013-06-01,Utah,55.0
2013-06-01,Vermont,12.666666666666666
2013-06-01,Virginia,75.0
2013-06-01,Washington,79.0
2013-06-01,West Virginia,44.0
2013-06-01,Wisconsin,77.0
2013-06-01,Wyoming,11.333333333333334
2013-07-01,Alabama,46.0
2013-07-01,Alaska,14.0
2013-07-01,Arizona,118.0
2013-07-01,Arkansas,25.0
2013-07-01,California,428.0
2013-07-01,Colorado,72.0
2013-07-01,Connecticut,48.0
2013-07-01,Delaware,15.0
2013-07-01,District of Columbia,10.8
2013-07-01,Florida,193.0
2013-07-01,Georgia,86.0
2013-07-01,Hawaii,14.0
2013-07-01,Idaho,16.0
2013-07-01,Illinois,147.0
2013-07-01,Indiana,106.0
2013-07-01,Iowa,24.0
2013-07-01,Kansas,25.0
2013-07-01,Kentucky,86.0
2013-07-01,Louisiana,66.0
2013-07-01,Maine,13.0
2013-07-01,Maryland,97.0
2013-07-01,Massachusetts,95.0
2013-07-01,Michigan,150.0
2013-07-01,Minnesota,38.0
2013-07-01,Mississippi,28.0
2013-07-01,Missouri,83.0
2013-07-01,Montana,14.0
2013-07-01,Nebraska,15.0
2013-07-01,Nevada,58.0
2013-07-01,New Hampshire,13.0
2013-07-01,New Jersey,123.0
2013-07-01,New Mexico,39.0
2013-07-01,New York,186.0
2013-07-01,North Carolina,115.0
2013-07-01,North Dakota,0.5217391304347826
2013-07-01,Ohio,184.0
2013-07-01,Oklahoma,62.0
2013-07-01,Oregon,34.0
2013-07-01,Pennsylvania,205.0
2013-07-01,Rhode Island,24.0
2013-07-01,South Carolina,60.0
2013-07-01,South Dakota,6.19047619047619
2013-07-01,Tennessee,97.0
2013-07-01,Texas,204.0
2013-07-01,Utah,69.0
2013-07-01,Vermont,11.0
2013-07-01,Virginia,73.0
2013-07-01,Washington,81.0
2013-07-01,West Virginia,53.0
2013-07-01,Wisconsin,79.0
2013-07-01,Wyoming,12.0
2013-08-01,Alabama,54.0
2013-08-01,Alaska,10.0
2013-08-01,Arizona,121.0
2013-08-01,Arkansas,31.0
2013-08-01,California,424.0
2013-08-01,Colorado,75.0
2013-08-01,Connecticut,52.0
2013-08-01,Delaware,14.0
2013-08-01,District of Columbia,10.4
2013-08-01,Florida,214.0
2013-08-01,Georgia,83.0
2013-08-01,Hawaii,14.0
2013-08-01,Idaho,12.0
2013-08-01,Illinois,140.0
2013-08-01,Indiana,98.0
2013-08-01,Iowa,29.0
2013-08-01,Kansas,16.0
2013-08-01,Kentucky,80.0
2013-08-01,Louisiana,69.0
2013-08-01,Maine,16.0
2013-08-01,Maryland,71.0
2013-08-01,Massachusetts,98.0
2013-08-01,Michigan,141.0
2013-08-01,Minnesota,46.0
2013-08-01,Mississippi,28.0
2013-08-01,Missouri,83.0
2013-08-01,Montana,14.0
2013-08-01,Nebraska,17.0
2013-08-01,Nevada,58.0
2013-08-01,New Hampshire,21.0
2013-08-01,New Jersey,73.0
2013-08-01,New Mexico,40.0
2013-08-01,New York,209.0
2013-08-01,North Carolina,108.0
2013-08-01,North Dakota,1.0434782608695652
2013-08-01,Ohio,219.0
2013-08-01,Oklahoma,73.0
2013-08-01,Oregon,37.0
2013-08-01,Pennsylvania,196.0
2013-08-01,Rhode Island,23.0
2013-08-01,South Carolina,58.0
2013-08-01,South Dakota,6.349206349206349
2013-08-01,Tennessee,98.0
2013-08-01,Texas,220.0
2013-08-01,Utah,53.0
2013-08-01,Vermont,11.0
2013-08-01,Virginia,72.0
2013-08-01,Washington,100.0
2013-08-01,West Virginia,55.0
2013-08-01,Wisconsin,66.0
2013-08-01,Wyoming,11.0
2013-09-01,Alabama,55.0
2013-09-01,Alaska,14.0
2013-09-01,Arizona,110.0
2013-09-01,Arkansas,28.0
2013-09-01,California,366.0
2013-09-01,Colorado,63.0
2013-09-01,Connecticut,51.0
2013-09-01,Delaware,11.0
2013-09-01,District of Columbia,10.0
2013-09-01,Florida,214.0
2013-09-01,Georgia,95.0
2013-09-01,Hawaii,14.5
2013-09-01,Idaho,16.0
2013-09-01,Illinois,126.0
2013-09-01,Indiana,92.0
2013-09-01,Iowa,28.0
2013-09-01,Kansas,31.0
2013-09-01,Kentucky,91.0
2013-09-01,Louisiana,79.0
2013-09-01,Maine,13.0
2013-09-01,Maryland,68.0
2013-09-01,Massachusetts,91.0
2013-09-01,Michigan,120.0
2013-09-01,Minnesota,54.0
2013-09-01,Mississippi,37.0
2013-09-01,Missouri,77.0
2013-09-01,Montana,12.5
2013-09-01,Nebraska,14.666666666666666
2013-09-01,Nevada,48.0
2013-09-01,New Hampshire,14.0
2013-09-01,New Jersey,133.0
2013-09-01,New Mexico,34.0
2013-09-01,New York,180.0
2013-09-01,North Carolina,118.0
2013-09-01,North Dakota,1.5652173913043477
2013-09-01,Ohio,196.0
2013-09-01,Oklahoma,59.0
2013-09-01,Oregon,44.0
2013-09-01,Pennsylvania,201.0
2013-09-01,Rhode Island,11.0
2013-09-01,South Carolina,50.0
2013-09-01,South Dakota,6.507936507936508
2013-09-01,Tennessee,90.0
2013-09-01,Texas,183.0
2013-09-01,Utah,41.0
2013-09-01,Vermont,11.0
2013-09-01,Virginia,70.0
2013-09-01,Washington,84.0
2013-09-01,West Virginia,56.0
2013-09-01,Wisconsin,59.0
2013-09-01,Wyoming,11.5
2013-10-01,Alabama,54.0
2013-10-01,Alaska,11.0
2013-10-01,Arizona,88.0
2013-10-01,Arkansas,30.0
2013-10-01,California,372.0
2013-10-01,Colorado,75.0
2013-10-01,Connecticut,52.0
2013-10-01,Delaware,16.0
2013-10-01,District of Columbia,11.5
2013-10-01,Florida,214.0
2013-10-01,Georgia,101.0
2013-10-01,Hawaii,15.0
2013-10-01,Idaho,22.0
2013-10-01,Illinois,128.0
2013-10-01,Indiana,90.0
2013-10-01,Iowa,20.0
2013-10-01,Kansas,26.0
2013-10-01,Kentucky,90.0
2013-10-01,Louisiana,79.0
2013-10-01,Maine,15.0
2013-10-01,Maryland,78.0
2013-10-01,Massachusetts,89.0
2013-10-01,Michigan,134.0
2013-10-01,Minnesota,36.0
2013-10-01,Mississippi,30.0
2013-10-01,Missouri,90.0
2013-10-01,Montana,11.0
2013-10-01,Nebraska,12.333333333333332
2013-10-01,Nevada,38.0
2013-10-01,New Hampshire,22.0
2013-10-01,New Jersey,98.0
2013-10-01,New Mexico,28.0
2013-10-01,New York,224.0
2013-10-01,North Carolina,114.0
2013-10-01,North Dakota,2.0869565217391304
2013-10-01,Ohio,197.0
2013-10-01,Oklahoma,62.0
2013-10-01,Oregon,28.0
2013-10-01,Pennsylvania,221.0
2013-10-01,Rhode Island,15.0
2013-10-01,South Carolina,65.0
2013-10-01,South Dakota,6.666666666666666
2013-10-01,Tennessee,95.0
2013-10-01,Texas,181.0
2013-10-01,Utah,50.0
2013-10-01,Vermont,11.0
2013-10-01,Virginia,59.0
2013-10-01,Washington,74.0
2013-10-01,West Virginia,47.0
2013-10-01,Wisconsin,71.0
2013-10-01,Wyoming,12.0
2013-11-01,Alabama,47.0
2013-11-01,Alaska,13.0
2013-11-01,Arizona,113.0
2013-11-01,Arkansas,27.0
2013-11-01,California,366.0
2013-11-01,Colorado,67.0
2013-11-01,Connecticut,65.0
2013-11-01,Delaware,23.0
2013-11-01,District of Columbia,13.0
2013-11-01,Florida,189.0
2013-11-01,Georgia,84.0
2013-11-01,Hawaii,16.0
2013-11-01,Idaho,18.0
2013-11-01,Illinois,140.0
2013-11-01,Indiana,95.0
2013-11-01,Iowa,20.0
2013-11-01,Kansas,32.0
2013-11-01,Kentucky,75.0
2013-11-01,Louisiana,78.0
2013-11-01,Maine,16.0
2013-11-01,Maryland,85.0
2013-11-01,Massachusetts,90.0
2013-11-01,Michigan,145.0
2013-11-01,Minnesota,39.0
2013-11-01,Mississippi,20.0
2013-11-01,Missouri,88.0
2013-11-01,Montana,12.0
2013-11-01,Nebraska,10.0
2013-11-01,Nevada,42.0
2013-11-01,New Hampshire,16.0
2013-11-01,New Jersey,96.0
2013-11-01,New Mexico,34.0
2013-11-01,New York,223.0
2013-11-01,North Carolina,106.0
2013-11-01,North Dakota,2.608695652173913
2013-11-01,Ohio,196.0
2013-11-01,Oklahoma,70.0
2013-11-01,Oregon,50.0
2013-11-01,Pennsylvania,216.0
2013-11-01,Rhode Island,21.0
2013-11-01,South Carolina,40.0
2013-11-01,South Dakota,6.825396825396825
2013-11-01,Tennessee,117.0
2013-11-01,Texas,220.0
2013-11-01,Utah,42.0
2013-11-01,Vermont,11.0
2013-11-01,Virginia,90.0
2013-11-01,Washington,82.0
2013-11-01,West Virginia,51.0
2013-11-01,Wisconsin,81.0
2013-11-01,Wyoming,12.5
2013-12-01,Alabama,50.0
2013-12-01,Alaska,16.0
2013-12-01,Arizona,118.0
2013-12-01,Arkansas,25.0
2013-12-01,California,418.0
2013-12-01,Colorado,74.0
2013-12-01,Connecticut,67.0
2013-12-01,Delaware,22.0
2013-12-01,District of Columbia,15.0
2013-12-01,Florida,227.0
2013-12-01,Georgia,88.0
2013-12-01,Hawaii,15.0
2013-12-01,Idaho,23.0
2013-12-01,Illinois,148.0
2013-12-01,Indiana,94.0
2013-12-01,Iowa,37.0
2013-12-01,Kansas,36.0
2013-12-01,Kentucky,81.0
2013-12-01,Louisiana,68.0
2013-12-01,Maine,17.0
2013-12-01,Maryland,105.0
2013-12-01,Massachusetts,91.0
2013-12-01,Michigan,124.0
2013-12-01,Minnesota,44.0
2013-12-01,Mississippi,20.0
2013-12-01,Missouri,88.0
2013-12-01,Montana,13.0
2013-12-01,Nebraska,11.5
2013-12-01,Nevada,57.0
2013-12-01,New Hampshire,19.0
2013-12-01,New Jersey,138.0
2013-12-01,New Mexico,34.0
2013-12-01,New York,237.0
2013-12-01,North Carolina,114.0
2013-12-01,North Dakota,3.1304347826086953
2013-12-01,Ohio,190.0
2013-12-01,Oklahoma,82.0
2013-12-01,Oregon,35.0
2013-12-01,Pennsylvania,212.0
2013-12-01,Rhode Island,30.0
2013-12-01,South Carolina,40.0
2013-12-01,South Dakota,6.984126984126984
2013-12-01,Tennessee,101.0
2013-12-01,Texas,220.0
2013-12-01,Utah,43.0
2013-12-01,Vermont,10.9
2013-12-01,Virginia,85.0
2013-12-01,Washington,80.0
2013-12-01,West Virginia,41.0
2013-12-01,Wisconsin,75.0
2013-12-01,Wyoming,13.0
2014-01-01,Alabama,65.0
2014-01-01,Alaska,12.0
2014-01-01,Arizona,126.0
2014-01-01,Arkansas,31.0
2014-01-01,California,422.0
2014-01-01,Colorado,79.0
2014-01-01,Connecticut,63.0
2014-01-01,Delaware,12.0
2014-01-01,District of Columbia,14.5
2014-01-01,Florida,224.0
2014-01-01,Georgia,122.0
2014-01-01,Hawaii,16.0
2014-01-01,Idaho,16.0
2014-01-01,Illinois,172.0
2014-01-01,Indiana,99.0
2014-01-01,Iowa,25.0
2014-01-01,Kansas,40.0
2014-01-01,Kentucky,89.0
2014-01-01,Louisiana,70.0
2014-01-01,Maine,17.0
2014-01-01,Maryland,106.0
2014-01-01,Massachusetts,123.0
2014-01-01,Michigan,149.0
2014-01-01,Minnesota,53.0
2014-01-01,Mississippi,46.0
2014-01-01,Missouri,105.0
2014-01-01,Montana,15.0
2014-01-01,Nebraska,13.0
2014-01-01,Nevada,47.0
2014-01-01,New Hampshire,25.0
2014-01-01,New Jersey,129.0
2014-01-01,New Mexico,54.0
2014-01-01,New York,230.0
2014-01-01,North Carolina,109.0
2014-01-01,North Dakota,3.652173913043478
2014-01-01,Ohio,209.0
2014-01-01,Oklahoma,74.0
2014-01-01,Oregon,48.0
2014-01-01,Pennsylvania,253.0
2014-01-01,Rhode Island,36.0
2014-01-01,South Carolina,71.0
2014-01-01,South Dakota,7.142857142857142
2014-01-01,Tennessee,122.0
2014-01-01,Texas,241.0
2014-01-01,Utah,41.0
2014-01-01,Vermont,10.8
2014-01-01,Virginia,72.0
2014-01-01,Washington,82.0
2014-01-01,West Virginia,49.0
2014-01-01,Wisconsin,68.0
2014-01-01,Wyoming,12.4
2014-02-01,Alabama,54.0
2014-02-01,Alaska,12.5
2014-02-01,Arizona,110.0
2014-02-01,Arkansas,27.0
2014-02-01,California,409.0
2014-02-01,Colorado,82.0
2014-02-01,Connecticut,58.0
2014-02-01,Delaware,15.0
2014-02-01,District of Columbia,14.0
2014-02-01,Florida,222.0
2014-02-01,Georgia,96.0
2014-02-01,Hawaii,11.0
2014-02-01,Idaho,22.0
2014-02-01,Illinois,129.0
2014-02-01,Indiana,111.0
2014-02-01,Iowa,27.0
2014-02-01,Kansas,29.0
2014-02-01,Kentucky,105.0
2014-02-01,Louisiana,68.0
2014-02-01,Maine,19.0
2014-02-01,Maryland,79.0
2014-02-01,Massachusetts,156.0
2014-02-01,Michigan,136.0
2014-02-01,Minnesota,47.0
2014-02-01,Mississippi,33.0
2014-02-01,Missouri,97.0
2014-02-01,Montana,14.333333333333334
2014-02-01,Nebraska,14.0
2014-02-01,Nevada,43.0
2014-02-01,New Hampshire,21.0
2014-02-01,New Jersey,104.0
2014-02-01,New Mexico,43.0
2014-02-01,New York,187.0
2014-02-01,North Carolina,142.0
2014-02-01,North Dakota,4.173913043478261
2014-02-01,Ohio,260.0
2014-02-01,Oklahoma,85.0
2014-02-01,Oregon,38.0
2014-02-01,Pennsylvania,205.0
2014-02-01,Rhode Island,28.0
2014-02-01,South Carolina,55.0
2014-02-01,South Dakota,7.301587301587301
2014-02-01,Tennessee,117.0
2014-02-01,Texas,253.0
2014-02-01,Utah,52.0
2014-02-01,Vermont,10.7
2014-02-01,Virginia,62.0
2014-02-01,Washington,89.0
2014-02-01,West Virginia,46.0
2014-02-01,Wisconsin,67.0
2014-02-01,Wyoming,11.8
2014-03-01,Alabama,73.0
2014-03-01,Alaska,13.0
2014-03-01,Arizona,116.0
2014-03-01,Arkansas,32.0
2014-03-01,California,444.0
2014-03-01,Colorado,74.0
2014-03-01,Connecticut,57.0
2014-03-01,Delaware,18.0
2014-03-01,District of Columbia,13.5
2014-03-01,Florida,221.0
2014-03-01,Georgia,105.0
2014-03-01,Hawaii,14.0
2014-03-01,Idaho,21.0
2014-03-01,Illinois,150.0
2014-03-01,Indiana,86.0
2014-03-01,Iowa,28.0
2014-03-01,Kansas,23.0
2014-03-01,Kentucky,92.0
2014-03-01,Louisiana,90.0
2014-03-01,Maine,19.0
2014-03-01,Maryland,88.0
2014-03-01,Massachusetts,128.0
2014-03-01,Michigan,171.0
2014-03-01,Minnesota,60.0
2014-03-01,Mississippi,27.0
2014-03-01,Missouri,111.0
2014-03-01,Montana,13.666666666666666
2014-03-01,Nebraska,15.0
2014-03-01,Nevada,51.0
2014-03-01,New Hampshire,31.0
2014-03-01,New Jersey,128.0
2014-03-01,New Mexico,45.0
2014-03-01,New York,231.0
2014-03-01,North Carolina,124.0
2014-03-01,North Dakota,4.695652173913043
2014-03-01,Ohio,268.0
2014-03-01,Oklahoma,85.0
2014-03-01,Oregon,45.0
2014-03-01,Pennsylvania,243.0
2014-03-01,Rhode Island,21.0
2014-03-01,South Carolina,62.0
2014-03-01,South Dakota,7.46031746031746
2014-03-01,Tennessee,108.0
2014-03-01,Texas,222.0
2014-03-01,Utah,51.0
2014-03-01,Vermont,10.6
2014-03-01,Virginia,98.0
2014-03-01,Washington,82.0
2014-03-01,West Virginia,54.0
2014-03-01,Wisconsin,81.0
2014-03-01,Wyoming,11.2
2014-04-01,Alabama,66.0
2014-04-01,Alaska,12.5
2014-04-01,Arizona,102.0
2014-04-01,Arkansas,46.0
2014-04-01,California,409.0
2014-04-01,Colorado,80.0
2014-04-01,Connecticut,54.0
2014-04-01,Delaware,22.0
2014-04-01,District of Columbia,13.0
2014-04-01,Florida,204.0
2014-04-01,Georgia,98.0
2014-04-01,Hawaii,10.0
2014-04-01,Idaho,18.0
2014-04-01,Illinois,123.0
2014-04-01,Indiana,90.0
2014-04-01,Iowa,33.0
2014-04-01,Kansas,29.0
2014-04-01,Kentucky,71.0
2014-04-01,Louisiana,64.0
2014-04-01,Maine,15.0
2014-04-01,Maryland,79.0
2014-04-01,Massachusetts,97.0
2014-04-01,Michigan,137.0
2014-04-01,Minnesota,46.0
2014-04-01,Mississippi,23.0
2014-04-01,Missouri,97.0
2014-04-01,Montana,13.0
2014-04-01,Nebraska,16.0
2014-04-01,Nevada,50.0
2014-04-01,New Hampshire,19.0
2014-04-01,New Jersey,110.0
2014-04-01,New Mexico,47.0
2014-04-01,New York,182.0
2014-04-01,North Carolina,123.0
2014-04-01,North Dakota,5.217391304347826
2014-04-01,Ohio,185.0
2014-04-01,Oklahoma,60.0
2014-04-01,Oregon,33.0
2014-04-01,Pennsylvania,251.0
2014-04-01,Rhode Island,22.0
2014-04-01,South Carolina,38.0
2014-04-01,South Dakota,7.619047619047619
2014-04-01,Tennessee,131.0
2014-04-01,Texas,231.0
2014-04-01,Utah,53.0
2014-04-01,Vermont,10.5
2014-04-01,Virginia,81.0
2014-04-01,Washington,89.0
2014-04-01,West Virginia,59.0
2014-04-01,Wisconsin,80.0
2014-04-01,Wyoming,10.6
2014-05-01,Alabama,57.0
2014-05-01,Alaska,12.0
2014-05-01,Arizona,103.0
2014-05-01,Arkansas,28.0
2014-05-01,California,430.0
2014-05-01,Colorado,89.0
2014-05-01,Connecticut,53.0
2014-05-01,Delaware,16.0
2014-05-01,District of Columbia,13.666666666666666
2014-05-01,Florida,211.0
2014-05-01,Georgia,104.0
2014-05-01,Hawaii,12.0
2014-05-01,Idaho,29.0
2014-05-01,Illinois,138.0
2014-05-01,Indiana,105.0
2014-05-01,Iowa,23.0
2014-05-01,Kansas,28.0
2014-05-01,Kentucky,90.0
2014-05-01,Louisiana,68.0
2014-05-01,Maine,21.0
2014-05-01,Maryland,92.0
2014-05-01,Massachusetts,116.0
2014-05-01,Michigan,140.0
2014-05-01,Minnesota,41.0
2014-05-01,Mississippi,26.0
2014-05-01,Missouri,97.0
2014-05-01,Montana,14.0
2014-05-01,Nebraska,14.0
2014-05-01,Nevada,48.0
2014-05-01,New Hampshire,26.0
2014-05-01,New Jersey,104.0
2014-05-01,New Mexico,53.0
2014-05-01,New York,227.0
2014-05-01,North Carolina,118.0
2014-05-01,North Dakota,5.739130434782608
2014-05-01,Ohio,191.0
2014-05-01,Oklahoma,70.0
2014-05-01,Oregon,57.0
2014-05-01,Pennsylvania,276.0
2014-05-01,Rhode Island,18.0
2014-05-01,South Carolina,53.0
2014-05-01,South Dakota,7.777777777777778
2014-05-01,Tennessee,96.0
2014-05-01,Texas,230.0
2014-05-01,Utah,64.0
2014-05-01,Vermont,10.4
2014-05-01,Virginia,87.0
2014-05-01,Washington,100.0
2014-05-01,West Virginia,50.0
2014-05-01,Wisconsin,62.0
2014-05-01,Wyoming,10.0
2014-06-01,Alabama,66.0
2014-06-01,Alaska,14.0
2014-06-01,Arizona,93.0
2014-06-01,Arkansas,28.0
2014-06-01,California,392.0
2014-06-01,Colorado,72.0
2014-06-01,Connecticut,53.0
2014-06-01,Delaware,17.0
2014-06-01,District of Columbia,14.333333333333334
2014-06-01,Florida,237.0
2014-06-01,Georgia,97.0
2014-06-01,Hawaii,27.0
2014-06-01,Idaho,15.0
2014-06-01,Illinois,151.0
2014-06-01,Indiana,100.0
2014-06-01,Iowa,17.0
2014-06-01,Kansas,31.0
2014-06-01,Kentucky,69.0
2014-06-01,Louisiana,63.0
2014-06-01,Maine,19.0
2014-06-01,Maryland,105.0
2014-06-01,Massachusetts,109.0
2014-06-01,Michigan,133.0
2014-06-01,Minnesota,45.0
2014-06-01,Mississippi,35.0
2014-06-01,Missouri,81.0
2014-06-01,Montana,15.0
2014-06-01,Nebraska,10.0
2014-06-01,Nevada,36.0
2014-06-01,New Hampshire,26.0
2014-06-01,New Jersey,96.0
2014-06-01,New Mexico,54.0
2014-06-01,New York,175.0
2014-06-01,North Carolina,97.0
2014-06-01,North Dakota,6.260869565217391
2014-06-01,Ohio,248.0
2014-06-01,Oklahoma,75.0
2014-06-01,Oregon,50.0
2014-06-01,Pennsylvania,221.0
2014-06-01,Rhode Island,14.0
2014-06-01,South Carolina,56.0
2014-06-01,South Dakota,7.936507936507936
2014-06-01,Tennessee,104.0
2014-06-01,Texas,227.0
2014-06-01,Utah,51.0
2014-06-01,Vermont,10.3
2014-06-01,Virginia,77.0
2014-06-01,Washington,88.0
2014-06-01,West Virginia,41.0
2014-06-01,Wisconsin,79.0
2014-06-01,Wyoming,15.0
2014-07-01,Alabama,73.0
2014-07-01,Alaska,13.666666666666666
2014-07-01,Arizona,125.0
2014-07-01,Arkansas,29.0
2014-07-01,California,434.0
2014-07-01,Colorado,85.0
2014-07-01,Connecticut,37.0
2014-07-01,Delaware,11.0
2014-07-01,District of Columbia,15.0
2014-07-01,Florida,225.0
2014-07-01,Georgia,100.0
2014-07-01,Hawaii,15.0
2014-07-01,Idaho,10.0
2014-07-01,Illinois,171.0
2014-07-01,Indiana,96.0
2014-07-01,Iowa,20.0
2014-07-01,Kansas,34.0
2014-07-01,Kentucky,84.0
2014-07-01,Louisiana,59.0
2014-07-01,Maine,19.0
2014-07-01,Maryland,119.0
2014-07-01,Massachusetts,87.0
2014-07-01,Michigan,155.0
2014-07-01,Minnesota,53.0
2014-07-01,Mississippi,19.0
2014-07-01,Missouri,98.0
2014-07-01,Montana,14.0
2014-07-01,Nebraska,11.5
2014-07-01,Nevada,47.0
2014-07-01,New Hampshire,21.0
2014-07-01,New Jersey,104.0
2014-07-01,New Mexico,47.0
2014-07-01,New York,206.0
2014-07-01,North Carolina,129.0
2014-07-01,North Dakota,6.782608695652174
2014-07-01,Ohio,225.0
2014-07-01,Oklahoma,55.0
2014-07-01,Oregon,51.0
2014-07-01,Pennsylvania,209.0
2014-07-01,Rhode Island,21.0
2014-07-01,South Carolina,61.0
2014-07-01,South Dakota,8.095238095238095
2014-07-01,Tennessee,99.0
2014-07-01,Texas,213.0
2014-07-01,Utah,56.0
2014-07-01,Vermont,10.2
2014-07-01,Virginia,91.0
2014-07-01,Washington,81.0
2014-07-01,West Virginia,62.0
2014-07-01,Wisconsin,88.0
2014-07-01,Wyoming,11.0
2014-08-01,Alabama,79.0
2014-08-01,Alaska,13.333333333333334
2014-08-01,Arizona,101.0
2014-08-01,Arkansas,24.0
2014-08-01,California,393.0
2014-08-01,Colorado,74.0
2014-08-01,Connecticut,54.0
2014-08-01,Delaware,20.0
2014-08-01,District of Columbia,11.0
2014-08-01,Florida,242.0
2014-08-01,Georgia,104.0
2014-08-01,Hawaii,14.0
2014-08-01,Idaho,23.0
2014-08-01,Illinois,129.0
2014-08-01,Indiana,107.0
2014-08-01,Iowa,27.0
2014-08-01,Kansas,28.0
2014-08-01,Kentucky,106.0
2014-08-01,Louisiana,62.0
2014-08-01,Maine,24.0
2014-08-01,Maryland,73.0
2014-08-01,Massachusetts,120.0
2014-08-01,Michigan,162.0
2014-08-01,Minnesota,38.0
2014-08-01,Mississippi,34.0
2014-08-01,Missouri,105.0
2014-08-01,Montana,12.0
2014-08-01,Nebraska,13.0
2014-08-01,Nevada,51.0
2014-08-01,New Hampshire,23.0
2014-08-01,New Jersey,118.0
2014-08-01,New Mexico,50.0
2014-08-01,New York,180.0
2014-08-01,North Carolina,143.0
2014-08-01,North Dakota,7.304347826086956
2014-08-01,Ohio,255.0
2014-08-01,Oklahoma,80.0
2014-08-01,Oregon,51.0
2014-08-01,Pennsylvania,219.0
2014-08-01,Rhode Island,19.0
2014-08-01,South Carolina,55.0
2014-08-01,South Dakota,8.253968253968253
2014-08-01,Tennessee,111.0
2014-08-01,Texas,218.0
2014-08-01,Utah,50.0
2014-08-01,Vermont,10.1
2014-08-01,Virginia,91.0
2014-08-01,Washington,98.0
2014-08-01,West Virginia,56.0
2014-08-01,Wisconsin,70.0
2014-08-01,Wyoming,12.0
2014-09-01,Alabama,48.0
2014-09-01,Alaska,13.0
2014-09-01,Arizona,102.0
2014-09-01,Arkansas,35.0
2014-09-01,California,366.0
2014-09-01,Colorado,87.0
2014-09-01,Connecticut,53.0
2014-09-01,Delaware,14.0
2014-09-01,District of Columbia,11.333333333333334
2014-09-01,Florida,245.0
2014-09-01,Georgia,101.0
2014-09-01,Hawaii,16.0
2014-09-01,Idaho,18.0
2014-09-01,Illinois,138.0
2014-09-01,Indiana,122.0
2014-09-01,Iowa,17.0
2014-09-01,Kansas,35.0
2014-09-01,Kentucky,76.0
2014-09-01,Louisiana,59.0
2014-09-01,Maine,19.0
2014-09-01,Maryland,74.0
2014-09-01,Massachusetts,105.0
2014-09-01,Michigan,175.0
2014-09-01,Minnesota,46.0
2014-09-01,Mississippi,31.0
2014-09-01,Missouri,85.0
2014-09-01,Montana,11.0
2014-09-01,Nebraska,12.5
2014-09-01,Nevada,51.0
2014-09-01,New Hampshire,29.0
2014-09-01,New Jersey,93.0
2014-09-01,New Mexico,46.0
2014-09-01,New York,178.0
2014-09-01,North Carolina,111.0
2014-09-01,North Dakota,7.826086956521739
2014-09-01,Ohio,231.0
2014-09-01,Oklahoma,70.0
2014-09-01,Oregon,40.0
2014-09-01,Pennsylvania,216.0
2014-09-01,Rhode Island,13.0
2014-09-01,South Carolina,66.0
2014-09-01,South Dakota,8.412698412698413
2014-09-01,Tennessee,95.0
2014-09-01,Texas,210.0
2014-09-01,Utah,52.0
2014-09-01,Vermont,10.0
2014-09-01,Virginia,75.0
2014-09-01,Washington,61.0
2014-09-01,West Virginia,62.0
2014-09-01,Wisconsin,57.0
2014-09-01,Wyoming,10.0
2014-10-01,Alabama,53.0
2014-10-01,Alaska,19.0
2014-10-01,Arizona,100.0
2014-10-01,Arkansas,29.0
2014-10-01,California,372.0
2014-10-01,Colorado,64.0
2014-10-01,Connecticut,59.0
2014-10-01,Delaware,21.0
